passengerCount,WIFIAPTag,slice10min
87.7,T1-3F<T1-3F-06>,2016-09-14-15-2
98.0,T1-3F<T1-3F-06>,2016-09-14-15-3
89.0,T1-3F<T1-3F-06>,2016-09-14-15-4
77.7,T1-3F<T1-3F-06>,2016-09-14-15-5
87.7,T1-3F<T1-3F-06>,2016-09-14-16-0
80.3,T1-3F<T1-3F-06>,2016-09-14-16-1
81.7,T1-3F<T1-3F-06>,2016-09-14-16-2
101.0,T1-3F<T1-3F-06>,2016-09-14-16-3
117.3,T1-3F<T1-3F-06>,2016-09-14-16-4
91.3,T1-3F<T1-3F-06>,2016-09-14-16-5
79.3,T1-3F<T1-3F-06>,2016-09-14-17-0
106.3,T1-3F<T1-3F-06>,2016-09-14-17-1
94.0,T1-3F<T1-3F-06>,2016-09-14-17-2
105.7,T1-3F<T1-3F-06>,2016-09-14-17-3
115.0,T1-3F<T1-3F-06>,2016-09-14-17-4
93.7,T1-3F<T1-3F-06>,2016-09-14-17-5
59.7,T1-3G-1<T1-3-52>,2016-09-14-15-0
66.0,T1-3G-1<T1-3-52>,2016-09-14-15-1
51.0,T1-3G-1<T1-3-52>,2016-09-14-15-2
53.3,T1-3G-1<T1-3-52>,2016-09-14-15-3
60.7,T1-3G-1<T1-3-52>,2016-09-14-15-4
47.7,T1-3G-1<T1-3-52>,2016-09-14-15-5
50.7,T1-3G-1<T1-3-52>,2016-09-14-16-0
54.0,T1-3G-1<T1-3-52>,2016-09-14-16-1
54.3,T1-3G-1<T1-3-52>,2016-09-14-16-2
50.0,T1-3G-1<T1-3-52>,2016-09-14-16-3
56.3,T1-3G-1<T1-3-52>,2016-09-14-16-4
60.7,T1-3G-1<T1-3-52>,2016-09-14-16-5
66.7,T1-3G-1<T1-3-52>,2016-09-14-17-0
64.7,T1-3G-1<T1-3-52>,2016-09-14-17-1
68.3,T1-3G-1<T1-3-52>,2016-09-14-17-2
50.0,T1-3G-1<T1-3-52>,2016-09-14-17-3
45.3,T1-3G-1<T1-3-52>,2016-09-14-17-4
45.7,T1-3G-1<T1-3-52>,2016-09-14-17-5
44.7,T1-3G-2<T1-3-56>,2016-09-14-15-0
43.3,T1-3G-2<T1-3-56>,2016-09-14-15-1
39.7,T1-3G-2<T1-3-56>,2016-09-14-15-2
45.7,T1-3G-2<T1-3-56>,2016-09-14-15-3
41.3,T1-3G-2<T1-3-56>,2016-09-14-15-4
41.0,T1-3G-2<T1-3-56>,2016-09-14-15-5
36.3,T1-3G-2<T1-3-56>,2016-09-14-16-0
39.0,T1-3G-2<T1-3-56>,2016-09-14-16-1
43.0,T1-3G-2<T1-3-56>,2016-09-14-16-2
39.7,T1-3G-2<T1-3-56>,2016-09-14-16-3
53.7,T1-3G-2<T1-3-56>,2016-09-14-16-4
57.3,T1-3G-2<T1-3-56>,2016-09-14-16-5
52.7,T1-3G-2<T1-3-56>,2016-09-14-17-0
57.3,T1-3G-2<T1-3-56>,2016-09-14-17-1
59.3,T1-3G-2<T1-3-56>,2016-09-14-17-2
61.7,T1-3G-2<T1-3-56>,2016-09-14-17-3
62.0,T1-3G-2<T1-3-56>,2016-09-14-17-4
62.7,T1-3G-2<T1-3-56>,2016-09-14-17-5
33.3,T1-3G-3<T1-3-54>,2016-09-14-15-0
30.0,T1-3G-3<T1-3-54>,2016-09-14-15-1
29.3,T1-3G-3<T1-3-54>,2016-09-14-15-2
23.0,T1-3G-3<T1-3-54>,2016-09-14-15-3
31.3,T1-3G-3<T1-3-54>,2016-09-14-15-4
29.7,T1-3G-3<T1-3-54>,2016-09-14-15-5
33.7,T1-3G-3<T1-3-54>,2016-09-14-16-0
38.0,T1-3G-3<T1-3-54>,2016-09-14-16-1
28.0,T1-3G-3<T1-3-54>,2016-09-14-16-2
31.7,T1-3G-3<T1-3-54>,2016-09-14-16-3
23.7,T1-3G-3<T1-3-54>,2016-09-14-16-4
12.7,T1-3G-3<T1-3-54>,2016-09-14-16-5
25.3,T1-3G-3<T1-3-54>,2016-09-14-17-0
14.7,T1-3G-3<T1-3-54>,2016-09-14-17-1
20.3,T1-3G-3<T1-3-54>,2016-09-14-17-2
19.3,T1-3G-3<T1-3-54>,2016-09-14-17-3
25.7,T1-3G-3<T1-3-54>,2016-09-14-17-4
22.3,T1-3G-3<T1-3-54>,2016-09-14-17-5
9.7,T1-3G-4<T1-3-55>,2016-09-14-15-0
9.3,T1-3G-4<T1-3-55>,2016-09-14-15-1
8.0,T1-3G-4<T1-3-55>,2016-09-14-15-2
5.3,T1-3G-4<T1-3-55>,2016-09-14-15-3
10.3,T1-3G-4<T1-3-55>,2016-09-14-15-4
9.0,T1-3G-4<T1-3-55>,2016-09-14-15-5
13.7,T1-3G-4<T1-3-55>,2016-09-14-16-0
16.7,T1-3G-4<T1-3-55>,2016-09-14-16-1
8.0,T1-3G-4<T1-3-55>,2016-09-14-16-2
7.0,T1-3G-4<T1-3-55>,2016-09-14-16-3
9.7,T1-3G-4<T1-3-55>,2016-09-14-16-4
10.7,T1-3G-4<T1-3-55>,2016-09-14-16-5
6.0,T1-3G-4<T1-3-55>,2016-09-14-17-0
6.7,T1-3G-4<T1-3-55>,2016-09-14-17-1
23.0,T1-3G-4<T1-3-55>,2016-09-14-17-2
9.3,T1-3G-4<T1-3-55>,2016-09-14-17-3
10.0,T1-3G-4<T1-3-55>,2016-09-14-17-4
9.0,T1-3G-4<T1-3-55>,2016-09-14-17-5
12.7,T1-3G-5<T1-3-51>,2016-09-14-15-0
10.7,T1-3G-5<T1-3-51>,2016-09-14-15-1
7.0,T1-3G-5<T1-3-51>,2016-09-14-15-2
17.0,T1-3G-5<T1-3-51>,2016-09-14-15-3
37.3,T1-3G-5<T1-3-51>,2016-09-14-15-4
27.7,T1-3G-5<T1-3-51>,2016-09-14-15-5
22.3,T1-3G-5<T1-3-51>,2016-09-14-16-0
19.3,T1-3G-5<T1-3-51>,2016-09-14-16-1
14.0,T1-3G-5<T1-3-51>,2016-09-14-16-2
15.3,T1-3G-5<T1-3-51>,2016-09-14-16-3
17.0,T1-3G-5<T1-3-51>,2016-09-14-16-4
11.7,T1-3G-5<T1-3-51>,2016-09-14-16-5
14.7,T1-3G-5<T1-3-51>,2016-09-14-17-0
20.7,T1-3G-5<T1-3-51>,2016-09-14-17-1
16.0,T1-3G-5<T1-3-51>,2016-09-14-17-2
8.7,T1-3G-5<T1-3-51>,2016-09-14-17-3
10.0,T1-3G-5<T1-3-51>,2016-09-14-17-4
13.7,T1-3G-5<T1-3-51>,2016-09-14-17-5
67.7,T1-3G-6<T1-3-57>,2016-09-14-15-0
61.3,T1-3G-6<T1-3-57>,2016-09-14-15-1
61.0,T1-3G-6<T1-3-57>,2016-09-14-15-2
56.0,T1-3G-6<T1-3-57>,2016-09-14-15-3
59.0,T1-3G-6<T1-3-57>,2016-09-14-15-4
52.0,T1-3G-6<T1-3-57>,2016-09-14-15-5
53.0,T1-3G-6<T1-3-57>,2016-09-14-16-0
70.3,T1-3G-6<T1-3-57>,2016-09-14-16-1
56.7,T1-3G-6<T1-3-57>,2016-09-14-16-2
59.0,T1-3G-6<T1-3-57>,2016-09-14-16-3
65.7,T1-3G-6<T1-3-57>,2016-09-14-16-4
60.7,T1-3G-6<T1-3-57>,2016-09-14-16-5
73.0,T1-3G-6<T1-3-57>,2016-09-14-17-0
72.3,T1-3G-6<T1-3-57>,2016-09-14-17-1
62.7,T1-3G-6<T1-3-57>,2016-09-14-17-2
68.7,T1-3G-6<T1-3-57>,2016-09-14-17-3
52.0,T1-3G-6<T1-3-57>,2016-09-14-17-4
66.0,T1-3G-6<T1-3-57>,2016-09-14-17-5
26.3,T1-3G-7<T1-3-50>,2016-09-14-15-0
24.0,T1-3G-7<T1-3-50>,2016-09-14-15-1
18.7,T1-3G-7<T1-3-50>,2016-09-14-15-2
14.0,T1-3G-7<T1-3-50>,2016-09-14-15-3
23.3,T1-3G-7<T1-3-50>,2016-09-14-15-4
22.7,T1-3G-7<T1-3-50>,2016-09-14-15-5
20.0,T1-3G-7<T1-3-50>,2016-09-14-16-0
15.7,T1-3G-7<T1-3-50>,2016-09-14-16-1
17.7,T1-3G-7<T1-3-50>,2016-09-14-16-2
16.3,T1-3G-7<T1-3-50>,2016-09-14-16-3
9.0,T1-3G-7<T1-3-50>,2016-09-14-16-4
11.7,T1-3G-7<T1-3-50>,2016-09-14-16-5
11.3,T1-3G-7<T1-3-50>,2016-09-14-17-0
13.0,T1-3G-7<T1-3-50>,2016-09-14-17-1
21.0,T1-3G-7<T1-3-50>,2016-09-14-17-2
24.3,T1-3G-7<T1-3-50>,2016-09-14-17-3
15.3,T1-3G-7<T1-3-50>,2016-09-14-17-4
16.3,T1-3G-7<T1-3-50>,2016-09-14-17-5
46.3,T1-3G-8<T1-3-53>,2016-09-14-15-0
34.0,T1-3G-8<T1-3-53>,2016-09-14-15-1
35.7,T1-3G-8<T1-3-53>,2016-09-14-15-2
42.7,T1-3G-8<T1-3-53>,2016-09-14-15-3
37.0,T1-3G-8<T1-3-53>,2016-09-14-15-4
32.7,T1-3G-8<T1-3-53>,2016-09-14-15-5
29.7,T1-3G-8<T1-3-53>,2016-09-14-16-0
56.3,T1-3G-8<T1-3-53>,2016-09-14-16-1
55.7,T1-3G-8<T1-3-53>,2016-09-14-16-2
56.0,T1-3G-8<T1-3-53>,2016-09-14-16-3
57.0,T1-3G-8<T1-3-53>,2016-09-14-16-4
47.0,T1-3G-8<T1-3-53>,2016-09-14-16-5
47.0,T1-3G-8<T1-3-53>,2016-09-14-17-0
44.3,T1-3G-8<T1-3-53>,2016-09-14-17-1
36.7,T1-3G-8<T1-3-53>,2016-09-14-17-2
25.3,T1-3G-8<T1-3-53>,2016-09-14-17-3
35.7,T1-3G-8<T1-3-53>,2016-09-14-17-4
27.3,T1-3G-8<T1-3-53>,2016-09-14-17-5
16.0,T1-3H-1<T1-3-60>,2016-09-14-15-0
14.7,T1-3H-1<T1-3-60>,2016-09-14-15-1
18.3,T1-3H-1<T1-3-60>,2016-09-14-15-2
16.3,T1-3H-1<T1-3-60>,2016-09-14-15-3
23.3,T1-3H-1<T1-3-60>,2016-09-14-15-4
27.7,T1-3H-1<T1-3-60>,2016-09-14-15-5
27.0,T1-3H-1<T1-3-60>,2016-09-14-16-0
29.7,T1-3H-1<T1-3-60>,2016-09-14-16-1
30.7,T1-3H-1<T1-3-60>,2016-09-14-16-2
27.3,T1-3H-1<T1-3-60>,2016-09-14-16-3
36.3,T1-3H-1<T1-3-60>,2016-09-14-16-4
32.0,T1-3H-1<T1-3-60>,2016-09-14-16-5
37.3,T1-3H-1<T1-3-60>,2016-09-14-17-0
34.0,T1-3H-1<T1-3-60>,2016-09-14-17-1
24.7,T1-3H-1<T1-3-60>,2016-09-14-17-2
29.7,T1-3H-1<T1-3-60>,2016-09-14-17-3
23.0,T1-3H-1<T1-3-60>,2016-09-14-17-4
19.0,T1-3H-1<T1-3-60>,2016-09-14-17-5
46.3,T1-3H-3<T1-3-63>,2016-09-14-15-0
45.7,T1-3H-3<T1-3-63>,2016-09-14-15-1
49.0,T1-3H-3<T1-3-63>,2016-09-14-15-2
43.0,T1-3H-3<T1-3-63>,2016-09-14-15-3
33.0,T1-3H-3<T1-3-63>,2016-09-14-15-4
39.7,T1-3H-3<T1-3-63>,2016-09-14-15-5
41.7,T1-3H-3<T1-3-63>,2016-09-14-16-0
39.0,T1-3H-3<T1-3-63>,2016-09-14-16-1
40.0,T1-3H-3<T1-3-63>,2016-09-14-16-2
29.7,T1-3H-3<T1-3-63>,2016-09-14-16-3
27.3,T1-3H-3<T1-3-63>,2016-09-14-16-4
26.3,T1-3H-3<T1-3-63>,2016-09-14-16-5
31.7,T1-3H-3<T1-3-63>,2016-09-14-17-0
52.3,T1-3H-3<T1-3-63>,2016-09-14-17-1
55.0,T1-3H-3<T1-3-63>,2016-09-14-17-2
50.0,T1-3H-3<T1-3-63>,2016-09-14-17-3
55.3,T1-3H-3<T1-3-63>,2016-09-14-17-4
60.0,T1-3H-3<T1-3-63>,2016-09-14-17-5
25.0,T1-3H-4<T1-3-64>,2016-09-14-15-0
14.0,T1-3H-4<T1-3-64>,2016-09-14-15-1
20.7,T1-3H-4<T1-3-64>,2016-09-14-15-2
30.3,T1-3H-4<T1-3-64>,2016-09-14-15-3
25.7,T1-3H-4<T1-3-64>,2016-09-14-15-4
20.3,T1-3H-4<T1-3-64>,2016-09-14-15-5
27.0,T1-3H-4<T1-3-64>,2016-09-14-16-0
24.3,T1-3H-4<T1-3-64>,2016-09-14-16-1
24.7,T1-3H-4<T1-3-64>,2016-09-14-16-2
28.7,T1-3H-4<T1-3-64>,2016-09-14-16-3
17.7,T1-3H-4<T1-3-64>,2016-09-14-16-4
47.0,T1-3H-4<T1-3-64>,2016-09-14-16-5
32.7,T1-3H-4<T1-3-64>,2016-09-14-17-0
21.3,T1-3H-4<T1-3-64>,2016-09-14-17-1
28.3,T1-3H-4<T1-3-64>,2016-09-14-17-2
32.7,T1-3H-4<T1-3-64>,2016-09-14-17-3
24.0,T1-3H-4<T1-3-64>,2016-09-14-17-4
29.0,T1-3H-4<T1-3-64>,2016-09-14-17-5
27.7,T1-3H-5<T1-3-61>,2016-09-14-15-0
29.7,T1-3H-5<T1-3-61>,2016-09-14-15-1
24.3,T1-3H-5<T1-3-61>,2016-09-14-15-2
30.7,T1-3H-5<T1-3-61>,2016-09-14-15-3
37.3,T1-3H-5<T1-3-61>,2016-09-14-15-4
34.3,T1-3H-5<T1-3-61>,2016-09-14-15-5
33.7,T1-3H-5<T1-3-61>,2016-09-14-16-0
33.0,T1-3H-5<T1-3-61>,2016-09-14-16-1
38.7,T1-3H-5<T1-3-61>,2016-09-14-16-2
28.0,T1-3H-5<T1-3-61>,2016-09-14-16-3
35.0,T1-3H-5<T1-3-61>,2016-09-14-16-4
29.7,T1-3H-5<T1-3-61>,2016-09-14-16-5
35.7,T1-3H-5<T1-3-61>,2016-09-14-17-0
24.3,T1-3H-5<T1-3-61>,2016-09-14-17-1
28.0,T1-3H-5<T1-3-61>,2016-09-14-17-2
35.3,T1-3H-5<T1-3-61>,2016-09-14-17-3
32.3,T1-3H-5<T1-3-61>,2016-09-14-17-4
34.3,T1-3H-5<T1-3-61>,2016-09-14-17-5
44.7,T1-3H-5<T1-3-65>,2016-09-14-15-0
49.3,T1-3H-5<T1-3-65>,2016-09-14-15-1
53.0,T1-3H-5<T1-3-65>,2016-09-14-15-2
64.3,T1-3H-5<T1-3-65>,2016-09-14-15-3
54.3,T1-3H-5<T1-3-65>,2016-09-14-15-4
58.7,T1-3H-5<T1-3-65>,2016-09-14-15-5
62.7,T1-3H-5<T1-3-65>,2016-09-14-16-0
56.3,T1-3H-5<T1-3-65>,2016-09-14-16-1
64.3,T1-3H-5<T1-3-65>,2016-09-14-16-2
57.0,T1-3H-5<T1-3-65>,2016-09-14-16-3
46.0,T1-3H-5<T1-3-65>,2016-09-14-16-4
55.3,T1-3H-5<T1-3-65>,2016-09-14-16-5
77.0,T1-3H-5<T1-3-65>,2016-09-14-17-0
66.3,T1-3H-5<T1-3-65>,2016-09-14-17-1
61.7,T1-3H-5<T1-3-65>,2016-09-14-17-2
52.0,T1-3H-5<T1-3-65>,2016-09-14-17-3
50.0,T1-3H-5<T1-3-65>,2016-09-14-17-4
57.3,T1-3H-5<T1-3-65>,2016-09-14-17-5
108.7,T1-3I-1<T1-3-67>,2016-09-14-15-0
98.3,T1-3I-1<T1-3-67>,2016-09-14-15-1
106.0,T1-3I-1<T1-3-67>,2016-09-14-15-2
119.0,T1-3I-1<T1-3-67>,2016-09-14-15-3
127.3,T1-3I-1<T1-3-67>,2016-09-14-15-4
124.3,T1-3I-1<T1-3-67>,2016-09-14-15-5
138.3,T1-3I-1<T1-3-67>,2016-09-14-16-0
118.0,T1-3I-1<T1-3-67>,2016-09-14-16-1
93.0,T1-3I-1<T1-3-67>,2016-09-14-16-2
88.7,T1-3I-1<T1-3-67>,2016-09-14-16-3
83.7,T1-3I-1<T1-3-67>,2016-09-14-16-4
82.0,T1-3I-1<T1-3-67>,2016-09-14-16-5
78.7,T1-3I-1<T1-3-67>,2016-09-14-17-0
91.0,T1-3I-1<T1-3-67>,2016-09-14-17-1
101.3,T1-3I-1<T1-3-67>,2016-09-14-17-2
107.3,T1-3I-1<T1-3-67>,2016-09-14-17-3
116.7,T1-3I-1<T1-3-67>,2016-09-14-17-4
101.7,T1-3I-1<T1-3-67>,2016-09-14-17-5
50.7,T1-3I-2<T1-3-69>,2016-09-14-15-0
51.0,T1-3I-2<T1-3-69>,2016-09-14-15-1
49.7,T1-3I-2<T1-3-69>,2016-09-14-15-2
37.3,T1-3I-2<T1-3-69>,2016-09-14-15-3
41.7,T1-3I-2<T1-3-69>,2016-09-14-15-4
42.7,T1-3I-2<T1-3-69>,2016-09-14-15-5
45.0,T1-3I-2<T1-3-69>,2016-09-14-16-0
40.7,T1-3I-2<T1-3-69>,2016-09-14-16-1
45.3,T1-3I-2<T1-3-69>,2016-09-14-16-2
56.3,T1-3I-2<T1-3-69>,2016-09-14-16-3
50.3,T1-3I-2<T1-3-69>,2016-09-14-16-4
41.7,T1-3I-2<T1-3-69>,2016-09-14-16-5
44.3,T1-3I-2<T1-3-69>,2016-09-14-17-0
47.3,T1-3I-2<T1-3-69>,2016-09-14-17-1
44.7,T1-3I-2<T1-3-69>,2016-09-14-17-2
47.0,T1-3I-2<T1-3-69>,2016-09-14-17-3
52.3,T1-3I-2<T1-3-69>,2016-09-14-17-4
53.3,T1-3I-2<T1-3-69>,2016-09-14-17-5
38.3,T1-3I-3<T1-3-70>,2016-09-14-15-0
27.3,T1-3I-3<T1-3-70>,2016-09-14-15-1
31.3,T1-3I-3<T1-3-70>,2016-09-14-15-2
27.0,T1-3I-3<T1-3-70>,2016-09-14-15-3
28.0,T1-3I-3<T1-3-70>,2016-09-14-15-4
32.0,T1-3I-3<T1-3-70>,2016-09-14-15-5
25.3,T1-3I-3<T1-3-70>,2016-09-14-16-0
27.3,T1-3I-3<T1-3-70>,2016-09-14-16-1
30.0,T1-3I-3<T1-3-70>,2016-09-14-16-2
22.7,T1-3I-3<T1-3-70>,2016-09-14-16-3
27.7,T1-3I-3<T1-3-70>,2016-09-14-16-4
37.7,T1-3I-3<T1-3-70>,2016-09-14-16-5
45.3,T1-3I-3<T1-3-70>,2016-09-14-17-0
32.3,T1-3I-3<T1-3-70>,2016-09-14-17-1
28.7,T1-3I-3<T1-3-70>,2016-09-14-17-2
28.0,T1-3I-3<T1-3-70>,2016-09-14-17-3
38.7,T1-3I-3<T1-3-70>,2016-09-14-17-4
37.7,T1-3I-3<T1-3-70>,2016-09-14-17-5
17.3,T1-3I-4<T1-3-71>,2016-09-14-15-0
16.0,T1-3I-4<T1-3-71>,2016-09-14-15-1
19.0,T1-3I-4<T1-3-71>,2016-09-14-15-2
19.0,T1-3I-4<T1-3-71>,2016-09-14-15-3
11.3,T1-3I-4<T1-3-71>,2016-09-14-15-4
11.7,T1-3I-4<T1-3-71>,2016-09-14-15-5
16.7,T1-3I-4<T1-3-71>,2016-09-14-16-0
7.0,T1-3I-4<T1-3-71>,2016-09-14-16-1
7.0,T1-3I-4<T1-3-71>,2016-09-14-16-2
5.0,T1-3I-4<T1-3-71>,2016-09-14-16-3
9.0,T1-3I-4<T1-3-71>,2016-09-14-16-4
12.3,T1-3I-4<T1-3-71>,2016-09-14-16-5
13.3,T1-3I-4<T1-3-71>,2016-09-14-17-0
15.0,T1-3I-4<T1-3-71>,2016-09-14-17-1
13.0,T1-3I-4<T1-3-71>,2016-09-14-17-2
9.7,T1-3I-4<T1-3-71>,2016-09-14-17-3
13.7,T1-3I-4<T1-3-71>,2016-09-14-17-4
10.7,T1-3I-4<T1-3-71>,2016-09-14-17-5
108.0,T1-3J-1<T1-3-78>,2016-09-14-15-0
97.7,T1-3J-1<T1-3-78>,2016-09-14-15-1
102.3,T1-3J-1<T1-3-78>,2016-09-14-15-2
98.0,T1-3J-1<T1-3-78>,2016-09-14-15-3
90.7,T1-3J-1<T1-3-78>,2016-09-14-15-4
88.7,T1-3J-1<T1-3-78>,2016-09-14-15-5
98.0,T1-3J-1<T1-3-78>,2016-09-14-16-0
98.0,T1-3J-1<T1-3-78>,2016-09-14-16-1
102.0,T1-3J-1<T1-3-78>,2016-09-14-16-2
102.0,T1-3J-1<T1-3-78>,2016-09-14-16-3
103.3,T1-3J-1<T1-3-78>,2016-09-14-16-4
99.7,T1-3J-1<T1-3-78>,2016-09-14-16-5
100.0,T1-3J-1<T1-3-78>,2016-09-14-17-0
102.3,T1-3J-1<T1-3-78>,2016-09-14-17-1
97.0,T1-3J-1<T1-3-78>,2016-09-14-17-2
104.7,T1-3J-1<T1-3-78>,2016-09-14-17-3
83.3,T1-3J-1<T1-3-78>,2016-09-14-17-4
80.0,T1-3J-1<T1-3-78>,2016-09-14-17-5
82.0,T1-3J-2<T1-3-80>,2016-09-14-15-0
75.0,T1-3J-2<T1-3-80>,2016-09-14-15-1
68.7,T1-3J-2<T1-3-80>,2016-09-14-15-2
75.7,T1-3J-2<T1-3-80>,2016-09-14-15-3
68.7,T1-3J-2<T1-3-80>,2016-09-14-15-4
64.0,T1-3J-2<T1-3-80>,2016-09-14-15-5
78.7,T1-3J-2<T1-3-80>,2016-09-14-16-0
87.3,T1-3J-2<T1-3-80>,2016-09-14-16-1
102.0,T1-3J-2<T1-3-80>,2016-09-14-16-2
88.0,T1-3J-2<T1-3-80>,2016-09-14-16-3
99.7,T1-3J-2<T1-3-80>,2016-09-14-16-4
112.7,T1-3J-2<T1-3-80>,2016-09-14-16-5
97.3,T1-3J-2<T1-3-80>,2016-09-14-17-0
79.3,T1-3J-2<T1-3-80>,2016-09-14-17-1
81.0,T1-3J-2<T1-3-80>,2016-09-14-17-2
74.0,T1-3J-2<T1-3-80>,2016-09-14-17-3
75.0,T1-3J-2<T1-3-80>,2016-09-14-17-4
94.7,T1-3J-2<T1-3-80>,2016-09-14-17-5
42.3,T1-3J-3<T1-3-81>,2016-09-14-15-0
54.0,T1-3J-3<T1-3-81>,2016-09-14-15-1
45.7,T1-3J-3<T1-3-81>,2016-09-14-15-2
42.7,T1-3J-3<T1-3-81>,2016-09-14-15-3
47.3,T1-3J-3<T1-3-81>,2016-09-14-15-4
51.0,T1-3J-3<T1-3-81>,2016-09-14-15-5
51.7,T1-3J-3<T1-3-81>,2016-09-14-16-0
49.0,T1-3J-3<T1-3-81>,2016-09-14-16-1
33.3,T1-3J-3<T1-3-81>,2016-09-14-16-2
37.3,T1-3J-3<T1-3-81>,2016-09-14-16-3
35.3,T1-3J-3<T1-3-81>,2016-09-14-16-4
36.0,T1-3J-3<T1-3-81>,2016-09-14-16-5
34.3,T1-3J-3<T1-3-81>,2016-09-14-17-0
43.0,T1-3J-3<T1-3-81>,2016-09-14-17-1
39.0,T1-3J-3<T1-3-81>,2016-09-14-17-2
42.7,T1-3J-3<T1-3-81>,2016-09-14-17-3
38.0,T1-3J-3<T1-3-81>,2016-09-14-17-4
30.0,T1-3J-3<T1-3-81>,2016-09-14-17-5
61.7,T1-3J-4<T1-3-85>,2016-09-14-15-0
46.7,T1-3J-4<T1-3-85>,2016-09-14-15-1
36.7,T1-3J-4<T1-3-85>,2016-09-14-15-2
27.7,T1-3J-4<T1-3-85>,2016-09-14-15-3
36.0,T1-3J-4<T1-3-85>,2016-09-14-15-4
26.3,T1-3J-4<T1-3-85>,2016-09-14-15-5
37.7,T1-3J-4<T1-3-85>,2016-09-14-16-0
33.7,T1-3J-4<T1-3-85>,2016-09-14-16-1
35.0,T1-3J-4<T1-3-85>,2016-09-14-16-2
44.3,T1-3J-4<T1-3-85>,2016-09-14-16-3
44.3,T1-3J-4<T1-3-85>,2016-09-14-16-4
43.0,T1-3J-4<T1-3-85>,2016-09-14-16-5
42.0,T1-3J-4<T1-3-85>,2016-09-14-17-0
43.0,T1-3J-4<T1-3-85>,2016-09-14-17-1
44.7,T1-3J-4<T1-3-85>,2016-09-14-17-2
41.0,T1-3J-4<T1-3-85>,2016-09-14-17-3
40.3,T1-3J-4<T1-3-85>,2016-09-14-17-4
51.7,T1-3J-4<T1-3-85>,2016-09-14-17-5
54.3,T1-3J-5<T1-3-83>,2016-09-14-15-0
64.7,T1-3J-5<T1-3-83>,2016-09-14-15-1
74.0,T1-3J-5<T1-3-83>,2016-09-14-15-2
81.7,T1-3J-5<T1-3-83>,2016-09-14-15-3
90.0,T1-3J-5<T1-3-83>,2016-09-14-15-4
80.0,T1-3J-5<T1-3-83>,2016-09-14-15-5
76.0,T1-3J-5<T1-3-83>,2016-09-14-16-0
78.7,T1-3J-5<T1-3-83>,2016-09-14-16-1
93.7,T1-3J-5<T1-3-83>,2016-09-14-16-2
81.3,T1-3J-5<T1-3-83>,2016-09-14-16-3
83.3,T1-3J-5<T1-3-83>,2016-09-14-16-4
101.7,T1-3J-5<T1-3-83>,2016-09-14-16-5
82.3,T1-3J-5<T1-3-83>,2016-09-14-17-0
79.3,T1-3J-5<T1-3-83>,2016-09-14-17-1
75.0,T1-3J-5<T1-3-83>,2016-09-14-17-2
58.7,T1-3J-5<T1-3-83>,2016-09-14-17-3
65.7,T1-3J-5<T1-3-83>,2016-09-14-17-4
76.0,T1-3J-5<T1-3-83>,2016-09-14-17-5
8.0,T1-3J<T1-3J-06>,2016-09-14-15-0
9.7,T1-3J<T1-3J-06>,2016-09-14-15-1
19.0,T1-3J<T1-3J-06>,2016-09-14-15-2
23.7,T1-3J<T1-3J-06>,2016-09-14-15-3
17.0,T1-3J<T1-3J-06>,2016-09-14-15-4
13.3,T1-3J<T1-3J-06>,2016-09-14-15-5
13.7,T1-3J<T1-3J-06>,2016-09-14-16-0
8.7,T1-3J<T1-3J-06>,2016-09-14-16-1
17.3,T1-3J<T1-3J-06>,2016-09-14-16-2
19.0,T1-3J<T1-3J-06>,2016-09-14-16-3
16.3,T1-3J<T1-3J-06>,2016-09-14-16-4
17.7,T1-3J<T1-3J-06>,2016-09-14-16-5
19.7,T1-3J<T1-3J-06>,2016-09-14-17-0
17.0,T1-3J<T1-3J-06>,2016-09-14-17-1
14.3,T1-3J<T1-3J-06>,2016-09-14-17-2
11.7,T1-3J<T1-3J-06>,2016-09-14-17-3
19.3,T1-3J<T1-3J-06>,2016-09-14-17-4
17.0,T1-3J<T1-3J-06>,2016-09-14-17-5
65.7,T1-3J<T1-3J-07>,2016-09-14-15-0
68.0,T1-3J<T1-3J-07>,2016-09-14-15-1
64.0,T1-3J<T1-3J-07>,2016-09-14-15-2
53.3,T1-3J<T1-3J-07>,2016-09-14-15-3
63.3,T1-3J<T1-3J-07>,2016-09-14-15-4
62.0,T1-3J<T1-3J-07>,2016-09-14-15-5
58.7,T1-3J<T1-3J-07>,2016-09-14-16-0
61.7,T1-3J<T1-3J-07>,2016-09-14-16-1
74.3,T1-3J<T1-3J-07>,2016-09-14-16-2
79.7,T1-3J<T1-3J-07>,2016-09-14-16-3
89.0,T1-3J<T1-3J-07>,2016-09-14-16-4
85.7,T1-3J<T1-3J-07>,2016-09-14-16-5
84.7,T1-3J<T1-3J-07>,2016-09-14-17-0
66.7,T1-3J<T1-3J-07>,2016-09-14-17-1
76.3,T1-3J<T1-3J-07>,2016-09-14-17-2
71.0,T1-3J<T1-3J-07>,2016-09-14-17-3
62.3,T1-3J<T1-3J-07>,2016-09-14-17-4
69.0,T1-3J<T1-3J-07>,2016-09-14-17-5
102.0,T1-3L-1<T1-3-95>,2016-09-14-15-0
90.3,T1-3L-1<T1-3-95>,2016-09-14-15-1
76.0,T1-3L-1<T1-3-95>,2016-09-14-15-2
87.3,T1-3L-1<T1-3-95>,2016-09-14-15-3
