passengerCount,WIFIAPTag,slice10min
10.4,T1-3D-6<T1-3-28>,2016-09-25-17-1
11.0,T1-3D-6<T1-3-28>,2016-09-25-17-2
11.2,T1-3D-6<T1-3-28>,2016-09-25-17-3
11.0,T1-3D-6<T1-3-28>,2016-09-25-17-4
11.6,T1-3D-6<T1-3-28>,2016-09-25-17-5
62.7,T1-3D-7<T1-3-30>,2016-09-25-15-0
61.8,T1-3D-7<T1-3-30>,2016-09-25-15-1
65.1,T1-3D-7<T1-3-30>,2016-09-25-15-2
68.6,T1-3D-7<T1-3-30>,2016-09-25-15-3
64.7,T1-3D-7<T1-3-30>,2016-09-25-15-4
64.2,T1-3D-7<T1-3-30>,2016-09-25-15-5
62.8,T1-3D-7<T1-3-30>,2016-09-25-16-0
71.8,T1-3D-7<T1-3-30>,2016-09-25-16-1
71.9,T1-3D-7<T1-3-30>,2016-09-25-16-2
67.5,T1-3D-7<T1-3-30>,2016-09-25-16-3
66.4,T1-3D-7<T1-3-30>,2016-09-25-16-4
65.4,T1-3D-7<T1-3-30>,2016-09-25-16-5
67.8,T1-3D-7<T1-3-30>,2016-09-25-17-0
68.8,T1-3D-7<T1-3-30>,2016-09-25-17-1
66.4,T1-3D-7<T1-3-30>,2016-09-25-17-2
69.8,T1-3D-7<T1-3-30>,2016-09-25-17-3
68.5,T1-3D-7<T1-3-30>,2016-09-25-17-4
67.2,T1-3D-7<T1-3-30>,2016-09-25-17-5
1.3,T1-3E-1<T1-3-37>,2016-09-25-15-0
1.2,T1-3E-1<T1-3-37>,2016-09-25-15-1
1.2,T1-3E-1<T1-3-37>,2016-09-25-15-2
1.3,T1-3E-1<T1-3-37>,2016-09-25-15-3
1.2,T1-3E-1<T1-3-37>,2016-09-25-15-4
1.5,T1-3E-1<T1-3-37>,2016-09-25-15-5
1.3,T1-3E-1<T1-3-37>,2016-09-25-16-0
1.3,T1-3E-1<T1-3-37>,2016-09-25-16-1
1.3,T1-3E-1<T1-3-37>,2016-09-25-16-2
1.3,T1-3E-1<T1-3-37>,2016-09-25-16-3
1.3,T1-3E-1<T1-3-37>,2016-09-25-16-4
1.3,T1-3E-1<T1-3-37>,2016-09-25-16-5
1.3,T1-3E-1<T1-3-37>,2016-09-25-17-0
1.2,T1-3E-1<T1-3-37>,2016-09-25-17-1
1.3,T1-3E-1<T1-3-37>,2016-09-25-17-2
1.2,T1-3E-1<T1-3-37>,2016-09-25-17-3
1.1,T1-3E-1<T1-3-37>,2016-09-25-17-4
1.1,T1-3E-1<T1-3-37>,2016-09-25-17-5
27.8,T1-3E-2<T1-3-38>,2016-09-25-15-0
28.8,T1-3E-2<T1-3-38>,2016-09-25-15-1
29.0,T1-3E-2<T1-3-38>,2016-09-25-15-2
29.4,T1-3E-2<T1-3-38>,2016-09-25-15-3
29.7,T1-3E-2<T1-3-38>,2016-09-25-15-4
28.8,T1-3E-2<T1-3-38>,2016-09-25-15-5
28.3,T1-3E-2<T1-3-38>,2016-09-25-16-0
27.9,T1-3E-2<T1-3-38>,2016-09-25-16-1
27.3,T1-3E-2<T1-3-38>,2016-09-25-16-2
27.0,T1-3E-2<T1-3-38>,2016-09-25-16-3
28.0,T1-3E-2<T1-3-38>,2016-09-25-16-4
28.3,T1-3E-2<T1-3-38>,2016-09-25-16-5
27.7,T1-3E-2<T1-3-38>,2016-09-25-17-0
27.0,T1-3E-2<T1-3-38>,2016-09-25-17-1
27.4,T1-3E-2<T1-3-38>,2016-09-25-17-2
26.9,T1-3E-2<T1-3-38>,2016-09-25-17-3
27.2,T1-3E-2<T1-3-38>,2016-09-25-17-4
26.5,T1-3E-2<T1-3-38>,2016-09-25-17-5
1.7,T1-3E-3<T1-3-35>,2016-09-25-15-0
1.9,T1-3E-3<T1-3-35>,2016-09-25-15-1
1.6,T1-3E-3<T1-3-35>,2016-09-25-15-2
1.9,T1-3E-3<T1-3-35>,2016-09-25-15-3
1.8,T1-3E-3<T1-3-35>,2016-09-25-15-4
2.0,T1-3E-3<T1-3-35>,2016-09-25-15-5
1.7,T1-3E-3<T1-3-35>,2016-09-25-16-0
1.8,T1-3E-3<T1-3-35>,2016-09-25-16-1
1.7,T1-3E-3<T1-3-35>,2016-09-25-16-2
1.6,T1-3E-3<T1-3-35>,2016-09-25-16-3
1.9,T1-3E-3<T1-3-35>,2016-09-25-16-4
1.8,T1-3E-3<T1-3-35>,2016-09-25-16-5
1.9,T1-3E-3<T1-3-35>,2016-09-25-17-0
1.7,T1-3E-3<T1-3-35>,2016-09-25-17-1
1.7,T1-3E-3<T1-3-35>,2016-09-25-17-2
1.7,T1-3E-3<T1-3-35>,2016-09-25-17-3
1.6,T1-3E-3<T1-3-35>,2016-09-25-17-4
1.6,T1-3E-3<T1-3-35>,2016-09-25-17-5
16.2,T1-3E-4<T1-3-39>,2016-09-25-15-0
16.6,T1-3E-4<T1-3-39>,2016-09-25-15-1
14.9,T1-3E-4<T1-3-39>,2016-09-25-15-2
16.0,T1-3E-4<T1-3-39>,2016-09-25-15-3
16.7,T1-3E-4<T1-3-39>,2016-09-25-15-4
16.7,T1-3E-4<T1-3-39>,2016-09-25-15-5
16.8,T1-3E-4<T1-3-39>,2016-09-25-16-0
17.9,T1-3E-4<T1-3-39>,2016-09-25-16-1
17.3,T1-3E-4<T1-3-39>,2016-09-25-16-2
16.6,T1-3E-4<T1-3-39>,2016-09-25-16-3
16.2,T1-3E-4<T1-3-39>,2016-09-25-16-4
15.7,T1-3E-4<T1-3-39>,2016-09-25-16-5
15.0,T1-3E-4<T1-3-39>,2016-09-25-17-0
14.8,T1-3E-4<T1-3-39>,2016-09-25-17-1
15.4,T1-3E-4<T1-3-39>,2016-09-25-17-2
15.3,T1-3E-4<T1-3-39>,2016-09-25-17-3
16.1,T1-3E-4<T1-3-39>,2016-09-25-17-4
15.7,T1-3E-4<T1-3-39>,2016-09-25-17-5
30.2,T1-3E-5<T1-3-40>,2016-09-25-15-0
28.5,T1-3E-5<T1-3-40>,2016-09-25-15-1
27.7,T1-3E-5<T1-3-40>,2016-09-25-15-2
27.6,T1-3E-5<T1-3-40>,2016-09-25-15-3
29.2,T1-3E-5<T1-3-40>,2016-09-25-15-4
28.5,T1-3E-5<T1-3-40>,2016-09-25-15-5
29.7,T1-3E-5<T1-3-40>,2016-09-25-16-0
30.1,T1-3E-5<T1-3-40>,2016-09-25-16-1
30.3,T1-3E-5<T1-3-40>,2016-09-25-16-2
28.9,T1-3E-5<T1-3-40>,2016-09-25-16-3
30.5,T1-3E-5<T1-3-40>,2016-09-25-16-4
32.0,T1-3E-5<T1-3-40>,2016-09-25-16-5
31.4,T1-3E-5<T1-3-40>,2016-09-25-17-0
30.9,T1-3E-5<T1-3-40>,2016-09-25-17-1
32.2,T1-3E-5<T1-3-40>,2016-09-25-17-2
32.5,T1-3E-5<T1-3-40>,2016-09-25-17-3
32.5,T1-3E-5<T1-3-40>,2016-09-25-17-4
33.7,T1-3E-5<T1-3-40>,2016-09-25-17-5
11.6,T1-3E-6<T1-3-36>,2016-09-25-15-0
10.9,T1-3E-6<T1-3-36>,2016-09-25-15-1
10.4,T1-3E-6<T1-3-36>,2016-09-25-15-2
10.1,T1-3E-6<T1-3-36>,2016-09-25-15-3
9.8,T1-3E-6<T1-3-36>,2016-09-25-15-4
9.0,T1-3E-6<T1-3-36>,2016-09-25-15-5
10.0,T1-3E-6<T1-3-36>,2016-09-25-16-0
10.2,T1-3E-6<T1-3-36>,2016-09-25-16-1
10.2,T1-3E-6<T1-3-36>,2016-09-25-16-2
9.8,T1-3E-6<T1-3-36>,2016-09-25-16-3
9.5,T1-3E-6<T1-3-36>,2016-09-25-16-4
9.4,T1-3E-6<T1-3-36>,2016-09-25-16-5
10.7,T1-3E-6<T1-3-36>,2016-09-25-17-0
10.5,T1-3E-6<T1-3-36>,2016-09-25-17-1
10.7,T1-3E-6<T1-3-36>,2016-09-25-17-2
9.8,T1-3E-6<T1-3-36>,2016-09-25-17-3
9.3,T1-3E-6<T1-3-36>,2016-09-25-17-4
10.1,T1-3E-6<T1-3-36>,2016-09-25-17-5
22.3,T1-3F-1<T1-3-43>,2016-09-25-15-0
22.9,T1-3F-1<T1-3-43>,2016-09-25-15-1
21.7,T1-3F-1<T1-3-43>,2016-09-25-15-2
22.0,T1-3F-1<T1-3-43>,2016-09-25-15-3
22.9,T1-3F-1<T1-3-43>,2016-09-25-15-4
23.0,T1-3F-1<T1-3-43>,2016-09-25-15-5
22.2,T1-3F-1<T1-3-43>,2016-09-25-16-0
22.1,T1-3F-1<T1-3-43>,2016-09-25-16-1
21.1,T1-3F-1<T1-3-43>,2016-09-25-16-2
20.0,T1-3F-1<T1-3-43>,2016-09-25-16-3
20.1,T1-3F-1<T1-3-43>,2016-09-25-16-4
19.8,T1-3F-1<T1-3-43>,2016-09-25-16-5
19.2,T1-3F-1<T1-3-43>,2016-09-25-17-0
19.0,T1-3F-1<T1-3-43>,2016-09-25-17-1
20.9,T1-3F-1<T1-3-43>,2016-09-25-17-2
20.5,T1-3F-1<T1-3-43>,2016-09-25-17-3
21.8,T1-3F-1<T1-3-43>,2016-09-25-17-4
21.0,T1-3F-1<T1-3-43>,2016-09-25-17-5
30.4,T1-3F-2<T1-3-44>,2016-09-25-15-0
28.4,T1-3F-2<T1-3-44>,2016-09-25-15-1
28.1,T1-3F-2<T1-3-44>,2016-09-25-15-2
28.0,T1-3F-2<T1-3-44>,2016-09-25-15-3
29.1,T1-3F-2<T1-3-44>,2016-09-25-15-4
28.5,T1-3F-2<T1-3-44>,2016-09-25-15-5
29.4,T1-3F-2<T1-3-44>,2016-09-25-16-0
29.8,T1-3F-2<T1-3-44>,2016-09-25-16-1
29.8,T1-3F-2<T1-3-44>,2016-09-25-16-2
28.4,T1-3F-2<T1-3-44>,2016-09-25-16-3
30.0,T1-3F-2<T1-3-44>,2016-09-25-16-4
31.2,T1-3F-2<T1-3-44>,2016-09-25-16-5
31.2,T1-3F-2<T1-3-44>,2016-09-25-17-0
31.7,T1-3F-2<T1-3-44>,2016-09-25-17-1
32.7,T1-3F-2<T1-3-44>,2016-09-25-17-2
33.7,T1-3F-2<T1-3-44>,2016-09-25-17-3
35.3,T1-3F-2<T1-3-44>,2016-09-25-17-4
37.5,T1-3F-2<T1-3-44>,2016-09-25-17-5
4.2,T1-3F-3<T1-3-49>,2016-09-25-15-0
4.0,T1-3F-3<T1-3-49>,2016-09-25-15-1
3.7,T1-3F-3<T1-3-49>,2016-09-25-15-2
3.7,T1-3F-3<T1-3-49>,2016-09-25-15-3
3.9,T1-3F-3<T1-3-49>,2016-09-25-15-4
4.2,T1-3F-3<T1-3-49>,2016-09-25-15-5
3.9,T1-3F-3<T1-3-49>,2016-09-25-16-0
4.1,T1-3F-3<T1-3-49>,2016-09-25-16-1
3.9,T1-3F-3<T1-3-49>,2016-09-25-16-2
4.0,T1-3F-3<T1-3-49>,2016-09-25-16-3
3.9,T1-3F-3<T1-3-49>,2016-09-25-16-4
4.3,T1-3F-3<T1-3-49>,2016-09-25-16-5
4.5,T1-3F-3<T1-3-49>,2016-09-25-17-0
4.4,T1-3F-3<T1-3-49>,2016-09-25-17-1
4.4,T1-3F-3<T1-3-49>,2016-09-25-17-2
4.8,T1-3F-3<T1-3-49>,2016-09-25-17-3
5.6,T1-3F-3<T1-3-49>,2016-09-25-17-4
5.6,T1-3F-3<T1-3-49>,2016-09-25-17-5
59.9,T1-3F-4<T1-3-45>,2016-09-25-15-0
56.1,T1-3F-4<T1-3-45>,2016-09-25-15-1
55.7,T1-3F-4<T1-3-45>,2016-09-25-15-2
55.5,T1-3F-4<T1-3-45>,2016-09-25-15-3
57.8,T1-3F-4<T1-3-45>,2016-09-25-15-4
56.6,T1-3F-4<T1-3-45>,2016-09-25-15-5
58.3,T1-3F-4<T1-3-45>,2016-09-25-16-0
59.1,T1-3F-4<T1-3-45>,2016-09-25-16-1
59.2,T1-3F-4<T1-3-45>,2016-09-25-16-2
56.4,T1-3F-4<T1-3-45>,2016-09-25-16-3
59.7,T1-3F-4<T1-3-45>,2016-09-25-16-4
61.9,T1-3F-4<T1-3-45>,2016-09-25-16-5
62.0,T1-3F-4<T1-3-45>,2016-09-25-17-0
62.8,T1-3F-4<T1-3-45>,2016-09-25-17-1
64.8,T1-3F-4<T1-3-45>,2016-09-25-17-2
66.6,T1-3F-4<T1-3-45>,2016-09-25-17-3
69.4,T1-3F-4<T1-3-45>,2016-09-25-17-4
73.2,T1-3F-4<T1-3-45>,2016-09-25-17-5
7.5,T1-3F-7<T1-3-48>,2016-09-25-15-0
7.4,T1-3F-7<T1-3-48>,2016-09-25-15-1
6.9,T1-3F-7<T1-3-48>,2016-09-25-15-2
6.6,T1-3F-7<T1-3-48>,2016-09-25-15-3
7.1,T1-3F-7<T1-3-48>,2016-09-25-15-4
7.4,T1-3F-7<T1-3-48>,2016-09-25-15-5
6.9,T1-3F-7<T1-3-48>,2016-09-25-16-0
7.1,T1-3F-7<T1-3-48>,2016-09-25-16-1
6.8,T1-3F-7<T1-3-48>,2016-09-25-16-2
7.0,T1-3F-7<T1-3-48>,2016-09-25-16-3
6.7,T1-3F-7<T1-3-48>,2016-09-25-16-4
7.4,T1-3F-7<T1-3-48>,2016-09-25-16-5
8.0,T1-3F-7<T1-3-48>,2016-09-25-17-0
7.8,T1-3F-7<T1-3-48>,2016-09-25-17-1
7.8,T1-3F-7<T1-3-48>,2016-09-25-17-2
8.6,T1-3F-7<T1-3-48>,2016-09-25-17-3
9.9,T1-3F-7<T1-3-48>,2016-09-25-17-4
10.0,T1-3F-7<T1-3-48>,2016-09-25-17-5
2.1,T1-3F-8<T1-3-47>,2016-09-25-15-0
2.1,T1-3F-8<T1-3-47>,2016-09-25-15-1
1.9,T1-3F-8<T1-3-47>,2016-09-25-15-2
2.0,T1-3F-8<T1-3-47>,2016-09-25-15-3
2.0,T1-3F-8<T1-3-47>,2016-09-25-15-4
1.8,T1-3F-8<T1-3-47>,2016-09-25-15-5
1.9,T1-3F-8<T1-3-47>,2016-09-25-16-0
2.0,T1-3F-8<T1-3-47>,2016-09-25-16-1
2.0,T1-3F-8<T1-3-47>,2016-09-25-16-2
1.9,T1-3F-8<T1-3-47>,2016-09-25-16-3
1.8,T1-3F-8<T1-3-47>,2016-09-25-16-4
1.9,T1-3F-8<T1-3-47>,2016-09-25-16-5
2.0,T1-3F-8<T1-3-47>,2016-09-25-17-0
2.0,T1-3F-8<T1-3-47>,2016-09-25-17-1
1.9,T1-3F-8<T1-3-47>,2016-09-25-17-2
2.1,T1-3F-8<T1-3-47>,2016-09-25-17-3
2.2,T1-3F-8<T1-3-47>,2016-09-25-17-4
2.3,T1-3F-8<T1-3-47>,2016-09-25-17-5
4.8,T1-3F-9<T1-3-46>,2016-09-25-15-0
4.6,T1-3F-9<T1-3-46>,2016-09-25-15-1
4.5,T1-3F-9<T1-3-46>,2016-09-25-15-2
3.9,T1-3F-9<T1-3-46>,2016-09-25-15-3
4.2,T1-3F-9<T1-3-46>,2016-09-25-15-4
4.2,T1-3F-9<T1-3-46>,2016-09-25-15-5
4.4,T1-3F-9<T1-3-46>,2016-09-25-16-0
4.4,T1-3F-9<T1-3-46>,2016-09-25-16-1
4.4,T1-3F-9<T1-3-46>,2016-09-25-16-2
4.6,T1-3F-9<T1-3-46>,2016-09-25-16-3
4.9,T1-3F-9<T1-3-46>,2016-09-25-16-4
5.1,T1-3F-9<T1-3-46>,2016-09-25-16-5
5.3,T1-3F-9<T1-3-46>,2016-09-25-17-0
5.1,T1-3F-9<T1-3-46>,2016-09-25-17-1
5.4,T1-3F-9<T1-3-46>,2016-09-25-17-2
5.3,T1-3F-9<T1-3-46>,2016-09-25-17-3
5.2,T1-3F-9<T1-3-46>,2016-09-25-17-4
5.4,T1-3F-9<T1-3-46>,2016-09-25-17-5
87.6,T1-3F<T1-3F-06>,2016-09-25-15-0
86.6,T1-3F<T1-3F-06>,2016-09-25-15-1
84.4,T1-3F<T1-3F-06>,2016-09-25-15-2
84.0,T1-3F<T1-3F-06>,2016-09-25-15-3
85.7,T1-3F<T1-3F-06>,2016-09-25-15-4
85.6,T1-3F<T1-3F-06>,2016-09-25-15-5
85.3,T1-3F<T1-3F-06>,2016-09-25-16-0
86.4,T1-3F<T1-3F-06>,2016-09-25-16-1
85.4,T1-3F<T1-3F-06>,2016-09-25-16-2
83.9,T1-3F<T1-3F-06>,2016-09-25-16-3
86.8,T1-3F<T1-3F-06>,2016-09-25-16-4
83.7,T1-3F<T1-3F-06>,2016-09-25-16-5
83.6,T1-3F<T1-3F-06>,2016-09-25-17-0
84.5,T1-3F<T1-3F-06>,2016-09-25-17-1
82.5,T1-3F<T1-3F-06>,2016-09-25-17-2
83.6,T1-3F<T1-3F-06>,2016-09-25-17-3
83.7,T1-3F<T1-3F-06>,2016-09-25-17-4
84.8,T1-3F<T1-3F-06>,2016-09-25-17-5
12.3,T1-3G-1<T1-3-52>,2016-09-25-15-0
12.4,T1-3G-1<T1-3-52>,2016-09-25-15-1
12.1,T1-3G-1<T1-3-52>,2016-09-25-15-2
12.0,T1-3G-1<T1-3-52>,2016-09-25-15-3
12.6,T1-3G-1<T1-3-52>,2016-09-25-15-4
12.0,T1-3G-1<T1-3-52>,2016-09-25-15-5
11.8,T1-3G-1<T1-3-52>,2016-09-25-16-0
11.7,T1-3G-1<T1-3-52>,2016-09-25-16-1
11.5,T1-3G-1<T1-3-52>,2016-09-25-16-2
10.8,T1-3G-1<T1-3-52>,2016-09-25-16-3
11.5,T1-3G-1<T1-3-52>,2016-09-25-16-4
11.9,T1-3G-1<T1-3-52>,2016-09-25-16-5
11.3,T1-3G-1<T1-3-52>,2016-09-25-17-0
11.2,T1-3G-1<T1-3-52>,2016-09-25-17-1
11.6,T1-3G-1<T1-3-52>,2016-09-25-17-2
11.5,T1-3G-1<T1-3-52>,2016-09-25-17-3
11.7,T1-3G-1<T1-3-52>,2016-09-25-17-4
11.2,T1-3G-1<T1-3-52>,2016-09-25-17-5
20.4,T1-3G-2<T1-3-56>,2016-09-25-15-0
20.3,T1-3G-2<T1-3-56>,2016-09-25-15-1
19.3,T1-3G-2<T1-3-56>,2016-09-25-15-2
18.7,T1-3G-2<T1-3-56>,2016-09-25-15-3
18.5,T1-3G-2<T1-3-56>,2016-09-25-15-4
19.4,T1-3G-2<T1-3-56>,2016-09-25-15-5
18.7,T1-3G-2<T1-3-56>,2016-09-25-16-0
18.7,T1-3G-2<T1-3-56>,2016-09-25-16-1
19.0,T1-3G-2<T1-3-56>,2016-09-25-16-2
19.3,T1-3G-2<T1-3-56>,2016-09-25-16-3
18.4,T1-3G-2<T1-3-56>,2016-09-25-16-4
19.7,T1-3G-2<T1-3-56>,2016-09-25-16-5
21.3,T1-3G-2<T1-3-56>,2016-09-25-17-0
21.3,T1-3G-2<T1-3-56>,2016-09-25-17-1
21.5,T1-3G-2<T1-3-56>,2016-09-25-17-2
22.4,T1-3G-2<T1-3-56>,2016-09-25-17-3
23.9,T1-3G-2<T1-3-56>,2016-09-25-17-4
24.2,T1-3G-2<T1-3-56>,2016-09-25-17-5
10.0,T1-3G-3<T1-3-54>,2016-09-25-15-0
9.6,T1-3G-3<T1-3-54>,2016-09-25-15-1
9.5,T1-3G-3<T1-3-54>,2016-09-25-15-2
10.1,T1-3G-3<T1-3-54>,2016-09-25-15-3
10.5,T1-3G-3<T1-3-54>,2016-09-25-15-4
10.0,T1-3G-3<T1-3-54>,2016-09-25-15-5
10.4,T1-3G-3<T1-3-54>,2016-09-25-16-0
10.8,T1-3G-3<T1-3-54>,2016-09-25-16-1
10.3,T1-3G-3<T1-3-54>,2016-09-25-16-2
10.0,T1-3G-3<T1-3-54>,2016-09-25-16-3
9.8,T1-3G-3<T1-3-54>,2016-09-25-16-4
10.0,T1-3G-3<T1-3-54>,2016-09-25-16-5
10.0,T1-3G-3<T1-3-54>,2016-09-25-17-0
9.8,T1-3G-3<T1-3-54>,2016-09-25-17-1
10.0,T1-3G-3<T1-3-54>,2016-09-25-17-2
10.2,T1-3G-3<T1-3-54>,2016-09-25-17-3
10.5,T1-3G-3<T1-3-54>,2016-09-25-17-4
11.1,T1-3G-3<T1-3-54>,2016-09-25-17-5
5.1,T1-3G-4<T1-3-55>,2016-09-25-15-0
4.5,T1-3G-4<T1-3-55>,2016-09-25-15-1
4.5,T1-3G-4<T1-3-55>,2016-09-25-15-2
4.4,T1-3G-4<T1-3-55>,2016-09-25-15-3
4.3,T1-3G-4<T1-3-55>,2016-09-25-15-4
4.1,T1-3G-4<T1-3-55>,2016-09-25-15-5
4.5,T1-3G-4<T1-3-55>,2016-09-25-16-0
4.8,T1-3G-4<T1-3-55>,2016-09-25-16-1
4.8,T1-3G-4<T1-3-55>,2016-09-25-16-2
4.8,T1-3G-4<T1-3-55>,2016-09-25-16-3
4.7,T1-3G-4<T1-3-55>,2016-09-25-16-4
4.7,T1-3G-4<T1-3-55>,2016-09-25-16-5
4.8,T1-3G-4<T1-3-55>,2016-09-25-17-0
4.2,T1-3G-4<T1-3-55>,2016-09-25-17-1
4.4,T1-3G-4<T1-3-55>,2016-09-25-17-2
4.5,T1-3G-4<T1-3-55>,2016-09-25-17-3
4.5,T1-3G-4<T1-3-55>,2016-09-25-17-4
4.5,T1-3G-4<T1-3-55>,2016-09-25-17-5
20.7,T1-3G-5<T1-3-51>,2016-09-25-15-0
21.3,T1-3G-5<T1-3-51>,2016-09-25-15-1
18.9,T1-3G-5<T1-3-51>,2016-09-25-15-2
20.3,T1-3G-5<T1-3-51>,2016-09-25-15-3
21.1,T1-3G-5<T1-3-51>,2016-09-25-15-4
21.5,T1-3G-5<T1-3-51>,2016-09-25-15-5
21.2,T1-3G-5<T1-3-51>,2016-09-25-16-0
22.8,T1-3G-5<T1-3-51>,2016-09-25-16-1
21.5,T1-3G-5<T1-3-51>,2016-09-25-16-2
20.7,T1-3G-5<T1-3-51>,2016-09-25-16-3
20.2,T1-3G-5<T1-3-51>,2016-09-25-16-4
19.6,T1-3G-5<T1-3-51>,2016-09-25-16-5
19.5,T1-3G-5<T1-3-51>,2016-09-25-17-0
19.4,T1-3G-5<T1-3-51>,2016-09-25-17-1
20.0,T1-3G-5<T1-3-51>,2016-09-25-17-2
19.8,T1-3G-5<T1-3-51>,2016-09-25-17-3
21.0,T1-3G-5<T1-3-51>,2016-09-25-17-4
20.9,T1-3G-5<T1-3-51>,2016-09-25-17-5
21.8,T1-3G-6<T1-3-57>,2016-09-25-15-0
21.2,T1-3G-6<T1-3-57>,2016-09-25-15-1
20.8,T1-3G-6<T1-3-57>,2016-09-25-15-2
20.8,T1-3G-6<T1-3-57>,2016-09-25-15-3
20.4,T1-3G-6<T1-3-57>,2016-09-25-15-4
20.8,T1-3G-6<T1-3-57>,2016-09-25-15-5
20.9,T1-3G-6<T1-3-57>,2016-09-25-16-0
21.0,T1-3G-6<T1-3-57>,2016-09-25-16-1
21.4,T1-3G-6<T1-3-57>,2016-09-25-16-2
21.7,T1-3G-6<T1-3-57>,2016-09-25-16-3
22.0,T1-3G-6<T1-3-57>,2016-09-25-16-4
22.2,T1-3G-6<T1-3-57>,2016-09-25-16-5
21.9,T1-3G-6<T1-3-57>,2016-09-25-17-0
22.5,T1-3G-6<T1-3-57>,2016-09-25-17-1
22.4,T1-3G-6<T1-3-57>,2016-09-25-17-2
23.1,T1-3G-6<T1-3-57>,2016-09-25-17-3
22.3,T1-3G-6<T1-3-57>,2016-09-25-17-4
21.8,T1-3G-6<T1-3-57>,2016-09-25-17-5
1.3,T1-3G-7<T1-3-50>,2016-09-25-15-0
1.2,T1-3G-7<T1-3-50>,2016-09-25-15-1
1.4,T1-3G-7<T1-3-50>,2016-09-25-15-2
1.3,T1-3G-7<T1-3-50>,2016-09-25-15-3
1.5,T1-3G-7<T1-3-50>,2016-09-25-15-4
1.4,T1-3G-7<T1-3-50>,2016-09-25-15-5
1.4,T1-3G-7<T1-3-50>,2016-09-25-16-0
1.3,T1-3G-7<T1-3-50>,2016-09-25-16-1
1.2,T1-3G-7<T1-3-50>,2016-09-25-16-2
1.1,T1-3G-7<T1-3-50>,2016-09-25-16-3
1.0,T1-3G-7<T1-3-50>,2016-09-25-16-4
1.1,T1-3G-7<T1-3-50>,2016-09-25-16-5
1.2,T1-3G-7<T1-3-50>,2016-09-25-17-0
1.2,T1-3G-7<T1-3-50>,2016-09-25-17-1
1.3,T1-3G-7<T1-3-50>,2016-09-25-17-2
1.2,T1-3G-7<T1-3-50>,2016-09-25-17-3
1.4,T1-3G-7<T1-3-50>,2016-09-25-17-4
1.4,T1-3G-7<T1-3-50>,2016-09-25-17-5
126.1,T1-3G-8<T1-3-53>,2016-09-25-15-0
123.1,T1-3G-8<T1-3-53>,2016-09-25-15-1
118.2,T1-3G-8<T1-3-53>,2016-09-25-15-2
113.3,T1-3G-8<T1-3-53>,2016-09-25-15-3
114.7,T1-3G-8<T1-3-53>,2016-09-25-15-4
113.6,T1-3G-8<T1-3-53>,2016-09-25-15-5
110.4,T1-3G-8<T1-3-53>,2016-09-25-16-0
111.5,T1-3G-8<T1-3-53>,2016-09-25-16-1
109.2,T1-3G-8<T1-3-53>,2016-09-25-16-2
109.0,T1-3G-8<T1-3-53>,2016-09-25-16-3
108.7,T1-3G-8<T1-3-53>,2016-09-25-16-4
109.2,T1-3G-8<T1-3-53>,2016-09-25-16-5
106.7,T1-3G-8<T1-3-53>,2016-09-25-17-0
101.2,T1-3G-8<T1-3-53>,2016-09-25-17-1
96.4,T1-3G-8<T1-3-53>,2016-09-25-17-2
95.1,T1-3G-8<T1-3-53>,2016-09-25-17-3
96.9,T1-3G-8<T1-3-53>,2016-09-25-17-4
95.1,T1-3G-8<T1-3-53>,2016-09-25-17-5
4.8,T1-3H-1<T1-3-60>,2016-09-25-15-0
4.8,T1-3H-1<T1-3-60>,2016-09-25-15-1
4.5,T1-3H-1<T1-3-60>,2016-09-25-15-2
5.0,T1-3H-1<T1-3-60>,2016-09-25-15-3
5.2,T1-3H-1<T1-3-60>,2016-09-25-15-4
5.3,T1-3H-1<T1-3-60>,2016-09-25-15-5
5.5,T1-3H-1<T1-3-60>,2016-09-25-16-0
5.8,T1-3H-1<T1-3-60>,2016-09-25-16-1
5.7,T1-3H-1<T1-3-60>,2016-09-25-16-2
5.6,T1-3H-1<T1-3-60>,2016-09-25-16-3
5.5,T1-3H-1<T1-3-60>,2016-09-25-16-4
5.3,T1-3H-1<T1-3-60>,2016-09-25-16-5
4.9,T1-3H-1<T1-3-60>,2016-09-25-17-0
4.8,T1-3H-1<T1-3-60>,2016-09-25-17-1
4.8,T1-3H-1<T1-3-60>,2016-09-25-17-2
5.2,T1-3H-1<T1-3-60>,2016-09-25-17-3
5.2,T1-3H-1<T1-3-60>,2016-09-25-17-4
5.1,T1-3H-1<T1-3-60>,2016-09-25-17-5
13.6,T1-3H-3<T1-3-63>,2016-09-25-15-0
13.7,T1-3H-3<T1-3-63>,2016-09-25-15-1
13.6,T1-3H-3<T1-3-63>,2016-09-25-15-2
13.0,T1-3H-3<T1-3-63>,2016-09-25-15-3
12.4,T1-3H-3<T1-3-63>,2016-09-25-15-4
12.9,T1-3H-3<T1-3-63>,2016-09-25-15-5
12.8,T1-3H-3<T1-3-63>,2016-09-25-16-0
12.6,T1-3H-3<T1-3-63>,2016-09-25-16-1
13.3,T1-3H-3<T1-3-63>,2016-09-25-16-2
13.1,T1-3H-3<T1-3-63>,2016-09-25-16-3
12.6,T1-3H-3<T1-3-63>,2016-09-25-16-4
12.9,T1-3H-3<T1-3-63>,2016-09-25-16-5
13.2,T1-3H-3<T1-3-63>,2016-09-25-17-0
13.4,T1-3H-3<T1-3-63>,2016-09-25-17-1
